ISBN,正书名,作者,出版单位,出版时间,其他责任者,定价(元),装帧方式,开本或尺寸,副书名及说明文字,丛书名,分册名,分册号,正文语种,版次,市场分类,学科分类,中图法分类,CIP核发时间,主题词,入选书单,内容摘要
9787513338042,做自己才有真朋友,"(日)齐藤彻,监修",新星出版社,2025.7,"程雨枫,译",138.00,平装,26 *18,少年不迷茫：社交不焦虑,,,1,中文,,,社会学,C912.11-49,2025-07,人际关系; 青少年读物,,本书是一本引进自日本的青少年成长励志读物，帮助8岁以上少年解决交往、沟通方面的问题和烦恼，主要内容包括如何理解自己和他人，让孩子明白理解是沟通的基础。书中还讲述了如何正视自己的情绪，如何找到愤怒背后隐藏的真实情绪，如何与自卑感相处，以及如何展现真实的自我。
9787572620690,斯拉夫神话全书,"(波)维托尔德·雅布温斯基,著",湖南文艺出版社,2025.3,"曹扬,译",68.00,精装,15 * 21,,幻想家,,,中文,1,外国文学,,I17,2024-09,神话; 作品集; 欧洲,,一位生活在十世纪末的斯拉夫老人在篝火边缓缓坐下，向部落的年轻听众讲起了族人世代相传的神话故事。彼时的斯拉夫世界正处在深刻的历史转变进程中，传统的文化与生活正在来自西欧的影响下动摇。老人相信，向子孙后代传授祖先的信仰与习俗是他神圣的义务，也能帮助族群在深刻变化的时代中延续自己独有的文化与认同。佩伦、韦莱斯、斯瓦罗格……老人的讲述拭去了厚重灰尘，让现代的读者重新认识这些遗落多年的神明，并因他们之间或协作或争斗的磅礴故事而沉浸其中。在古代斯拉夫人眼中，世界与诸神是怎样创造的？人类是如何诞生的？纳维亚这片彼岸之地有怎样的风景？狼人与鬼魂有怎样的秘密？雅加婆婆又是如何学会巫术的？这些问题都能在老人生动的叙述中找到答案。本书作者以代入历史的方法进行叙述，将庞杂的斯拉夫神话体系汇编成一个个引人入胜的故事，让读者在兴致盎然的阅读中了解斯拉夫神话这个不为人所知的神话体系，走进古代斯拉夫人的幻想世界和日常生活。
9787304107406,你让我成为爸爸,"(美)劳伦娜·萨拉,文",国家开放大学出版社,2021.5,"(美)麦克·马尔布罗,图;彭懿,杨玲玲,译",45.00,精装,25 * 26,,,,,中文,1,绘本,文学,I712.85,2021-02,儿童故事; 图画故事; 美国; 现代,,本书为图画故事。从父亲角度出发，以第一人称叙述的爱之表白书。它用细腻朴实的情感与语言，向孩子缓缓道来一个男人从丈夫成为父亲的心路历程。
9787511055002,霸王龙大卫和他的朋友们,"北京小红花图书工作室,著绘",海豚出版社,2021.4,,96.00,平装,21*21,情绪管理系列.最最可怕的针头,情绪管理系列,,1,中文,1,幼儿启蒙,文学,1287.8,2021-03,儿童故事; 图画故事; 中国; 当代,,《霸王龙大卫和他的朋友们·情绪管理系列》是一套专门为3-6岁幼儿编写的情绪管理故事书。本书描述了三角龙阿呆因为害怕打针找出各种各样的借口，但是万条最终接受打针的事实，最后通过亲身体验反而认识到打针一点都不可怕。这个故事通过许多孩子对打针的恐惧潜移默化地让孩子了解胆怯是一种什么样的心理，要如何克服胆怯，故事中将心理描写刻画的非常准确，孩子能感同身受，通过亲身经历对引起胆怯的事情有客观的认知，再通过自己的勇气对面对困难，成长为一个勇敢的人。
9787516533765,天工开物里的万物科学,"新新世纪, 编著",航空工业出版社,2023.7,,158.00,平装,19*23,,,五味生活,1,中文,1,儿童文学,,Z228.1,2023-05,科学知识; 少儿读物,,《天工开物里的万物科学》是一本面向5~12岁孩子编写的科普书，共分为5册。本册为《五味生活》，分别介绍了海水如何变成盐，以及几种盐的提炼方法，红糖白糖是怎么来的，蜂蜜以及油的提取方法等，从全新的角度给孩子普及古代科技的发展以及了不起的制作过程，力求让孩子读得懂，读得通，读出趣味，读出中国的悠久历史，读出古人劳动和智慧的古代科技文明。文后还附有手工小课堂，锻炼孩子的动手能力，提高科学素养。全书用手绘风格的中国风全彩插图，再现中国古代科技的精巧。用通俗、有趣的语言，还原了古代中国人的生活点滴。让孩子切实感受中国科技的进步，了解国家的伟大。
9787221126023,诱人的午餐,"(新西兰) 朗达·阿米塔奇, 文",贵州人民出版社,2019.3,"(澳) 大卫·阿米塔奇, 图; 孙淇, 译",135.00,平装,24 *21,,灯塔守护人,,2,中文,2,绘本,文学,1612.85,2018-05,儿童故事; 图画故事; 新西兰; 现代,,本书未出版。灯塔守护人是畅销30的经典图画书。关于爱吃的灯塔守护人格瑞灵先生和厨艺超棒的格瑞灵太太的系列故事，幽默而温馨，趣味盎然。
9787119097442,小牛仔克劳斯和仙人掌林里的圣诞老人,"(德)慕斯金斯基, 著",外文出版社,2015.12,"高潮梅, 译",32.80,精装,15 * 21,,小牛仔克劳斯系列,,1,中文,,绘本,,I516.85,2015-11,儿童文学; 图画故事; 德国; 现代,,狂野西部的圣诞节，这个小牛仔克劳斯还从没听说过！他和小猪丽莎还有奶牛罗茜一起，装饰起一颗仙人掌圣诞树，烤了圣诞小饼，等待着圣诞老人的到来。可是圣诞老人这一路可谓险象环生，先是遇到了西部土匪的抢劫，又被印第安人骗走了衣服，还要逃过野狼的追击。小牛仔克劳斯还能认出他来吗？
9787224131338,鹿鼠的抉择,"(美)阿维(Avi),著",陕西人民出版社,2019.6,"栾述蓉,译",32.80,平装,14 * 21,,幽光森林的居民们,,,中文,1,儿童文学,文学,1712.84,2019-01,儿童小说; 长篇小说; 美国; 现代,,《幽暗森林的故事》是一套儿童动物冒险小说，包括《猪草历险》《寻找新屋》《河狸入侵》《豪猪爸爸》《重返灰屋》《森林大火》六个故事，主题涉及冒险、成长、乐观、自信、正义、勇敢等众多美好的性格品质。全系列讲述了生活在幽暗森林地区的一群小老鼠和他们的亲人、朋友，以及敌人之间既惊心动魄又感动人心的冒险故事，生动塑造了众多性格迥异的动物形象：爱冒险的猪鼠猪草、傲慢自大的白猫银边、善良体贴的鹿鼠罂粟、嚣张跋扈的猫头鹰奥凯茨、粗鲁但是心地善良的豪猪艾瑞斯、野蛮霸道的河狸一家……这些精彩的冒险故事和丰富的主题内涵，在深刻体现动物之间浓厚的亲情和真挚的友情中，也隐喻了我们人类的家庭、朋友、爱人之间的珍贵情感，对成长中的孩子而言，充满着难以抗拒的吸引力，以及心灵的启迪。本册为《鹿鼠的抉择》。
9787555239895,勇敢的消防车,（日）山本省三，文,青岛出版社,2021.12,（日）市原淳，图；王丽静，译,180.00,精装,18 * 18,,嘀嘀嘟嘟·小车迷绘本,,,中文,1,绘本,宗教学,I313.85,2021-08,儿童故事; 图画故事; 日本; 现代,,《嘀嘀嘟嘟·小车迷绘本》是一套专门为喜欢车的小朋友创作的绘本。书中不仅介绍了各种小车：消防车、公交车、挖掘机，介绍各种小车的日常工作，还介绍了和小车相关的各种职业角色，比如消防员、公交车司机、邮递员等，介绍这些职业驾驶小车进行工作的场景。整套书画风柔和可爱，故事简单易懂，可以让孩子在亲子共读中进行启蒙认知，学习简单的与人相处的技巧。书中有各种车辆的拟声词，读来生动有趣。喜欢车的小朋友一定会非常喜欢这套绘本。
9787571432362,我的牛顿教练,"很忙工作室,著",北京科学技术出版社,2023.12,"有福画童书,绘",159.00,平装,17 * 24,,科学家们有点儿忙,万能的空气,1,中文,1,科普/百科,物理学,O4-49,2023-09,物理学; 儿童读物,,本书为7-10岁儿童适读的物理科普漫画系列。全套共6册，本书为第1册。本册中，牛顿教练先带孩子们了解一下在我们身边无处不在的，而我们却浑然不觉的空气。空气对于大多数体育运动项目来说都有着极其重要的影响。牛顿教练将带领孩子们了解空气动力学对自行车、标枪、跳远等项目的作用，以及介绍空气对实现足球中香蕉球和电梯球所做的重要贡献。本系列图书采用了小学阶段孩子喜爱的漫画形式，每幅图画都有丰富的情节和信息表现力，既能将知识原理用图画清晰地展现出来，漫画的连续阅读性也让故事的连续性得到最好的体现。
9787122268952,坚持到底不放弃,"(美)迈尔斯(Miles,B.S.)",化学工业出版社,2016.8,"(加)麦克(Mack,S.),绘;王玮,译",15.80,平装,21*23,培养孩子良好的毅力品质,儿童情绪管理与性格培养绘本,,,中文,1,绘本,文学,I712.85,2016-04,儿童文学; 图画故事; 美国; 现代,,小青蛙斯蒂克利的脚趾是有粘性的，能帮助它粘到窗户、天花板和冲浪板上，甚至可以粘到盘子上。但是小青蛙的脚不是唯一能粘住东西的，它的态度帮助它“粘住”该做的事情，不管这些任务多么难，或让人沮丧，它都可以实现它的目标。小青蛙斯蒂克利有一种坚持的天赋，或者可以说是毅力，就是指不管遇到多么困难的挑战，甚至即使不能确保会有好的结果，但依然能够坚持完成任务。毅力是孩子们要学习的一项重要能力，因为无论是在家还是在学校，坚持把事情从始至终做完能帮助孩子达成目标，为自己感到自豪。书中通过幽默有趣的插图，教给孩子们怎么制定计划、坚持下去、把事情完成，像小青蛙一样坚定而自信地面对挑战不放弃。
9787531583295,鲍勃和马利,（法）德迪约，著,辽宁少年儿童出版社,2021.1,（法）玛黑，绘；李璐，译,25.00,精装,21 * 23,,,去钓鱼,1,中文,,绘本,,I565.85,2020-03,儿童故事; 图画故事; 法国; 现代,,鲍勃和马利是一大一小两只可爱的小熊，它们一直生活在一起，形影不离！两只小熊之间有许多精彩的故事，体验了很多有趣的经历！在这本书里，它们一边钓鱼一边谈论友谊，简单的对话，反映出两只小熊之间无限的爱与关心！
9787122181817,小树,"(美)米尔斯(Mills,J.C.)",化学工业出版社,2013.9,"(美)瑟本(Seben,B.),绘;袁蕾,译",12.80,平装,16*29,,儿童情绪管理与性格培养绘本,,,中文,1,绘本,文学,I712.85,2013-08,儿童文学; 图画故事; 美国; 现代,,当猛烈的风暴肆虐森林的时候，松鼠阿曼达躲了起来。但是小树只能一直站在那里。第二天早晨，阿曼达发现小树的叶子几乎掉光了，枝丫折断了，心也快碎了。阿曼达叫来了树医生帮小树恢复健康——不只是她的树枝，还有她的精神和美丽的心。本书是一个给患病及受伤儿童带来希望和鼓舞的故事。对于父母来说，本书的内容包含了如何使用本书的指导和可以教孩子的放松练习。
9787115454478,交往的艺术,"(美)大卫·约翰逊(David Johnson), 著",人民邮电出版社,2017.5,"凌春秀, 译",65.00,平装,17*23,社交智商与沟通力训练,,,,中文,1,人际与社交,社会学,C912.11-49,2017-04,人际关系; 社会心理学; 通俗读物,,《交往的艺术》一书，将社会心理学与实践相结合，循序渐进地阐述了良好人际关系的培养、建立、维护、发展和深化中需要的各种方法技巧。在基本的技能之外，对于交往中常常会遇到的人际冲突、信任危机、愤怒情绪、交往障碍等都单独成章，其中不止有应对方法与步骤，更厘清了背后的原因，让读者知其然的同时能够知其所以然，而知其所以然是运用技巧的关键所在。
9787564541606,蓝气球,"(英)米克·英克潘,著",郑州大学出版社,2017.10,"萧潇,译",52.80,精装,25*25,,,,,中文,1,绘本,,I561.85,2017-04,儿童故事; 图画故事; 英国; 现代,,这是一个想象力爆棚、异想天开的故事。小男孩在花园里捡到了一只看上去很普通的蓝气球。不，其实它一点也不普通！它可以变大，也可以变小，可以是圆的，也可以是方的。可以被拉得很长，也可以被踩得很扁很扁。可以带着你飞上天空，也可以突然消失不见。英国著名作家凯特·格林威大奖获得者米克·英克潘经典之作，简单、幽默、欢乐，充满智慧！世界上从来没有一只蓝气球是普通的！
9787521701784,美丽的错误，无限创意,"[美]巴尼·萨尔茨堡,著、绘",中信出版社,2019.6,"谷红岩,译",108.00,精装,17*19,,巴尼·萨尔茨堡创意游戏书,,,汉英对照,1,幼儿启蒙,教育学,G613,2019-03,学前教育; 教学参考资料; 汉、英,,本书属于文教类图书。这是一本创意读写游戏书，适合3岁及以上的小朋友阅读。本书传递变“普通”为“不平凡”的概念。一个普通的小点，化身为一粒种子，开出美丽的花朵；一个普通的鱼缸，变身为广袤的海洋；一个狗狗的尾巴，变成一首韵味十足的韵文；朵朵白云化身为各种毛茸茸可爱的小动物。在这本书中，读者都不在是旁观者，而是切实的参与者，故事的制造者。鼓励孩子，只要用心，就可以拥有化腐朽为神奇的力量。本书是一本纸张工艺的大集合，充满拉页、旋转和插页。
9787513565240,探秘古埃及,"(英)肖(Shaw,I.),著",外语教学与研究出版社,2015.9,"颜海英,译",20.00,平装,14*21,,百科通识文库,,1,中文,,世界史,历史学,K411.2,2015-08,埃及; 古代史,,《探秘古埃及》木乃伊、金字塔、法老诅咒、宗教仪式、古埃及的独特魅力吸引着一代又一代人的想象。本书以一项重要的考古发现——纳尔迈调色板为主线，分章讨论了古埃及文明的各个重要方面，从专制法老到木乃伊制作，从象形文字到动物头人身的神祇，为我们展示出了一幅古埃及全景图。
9787513826822,马克·吐温,"郝亚威, 编",华语教学出版社,2024.12,"锄豆文化, 绘",29.80,平装,15*21,,写给孩子的名人小传,,,中文,1,课外读物,历史学,K837.125.6-49,2024-11,马克·吐温(Mark Twain 1835; 1910); 传记; 少儿读物,,本套书精选了马克·吐温、居里夫人、海伦·凯勒、贝多芬、达·芬奇五位世界名人，以时间为序，用浅显易懂的语言，记叙了他们在不同领域取得的卓越成就及跌宕起伏的一生。本册讲述融幽默、讽刺于一体，既富于机智，又不乏深刻的社会洞察与剖析的美国批判现实主义文学的奠基人马克·吐温。为了方便低年龄段的学生阅读，整套书都加注了拼音，书中还设有适合小学生阅读的知识拓展，并辅以趣味十足的精美插图，是一套能让小学生树立志向、开阔视野、提高修养、学习写作的名人励志书系。
9787559869746,夜晚之歌,"温艾凝,著,绘",广西师范大学出版社,2024.7,,39.00,精装,,,魔法象,,1,中文,,绘本,文学,1287.8,2024-05,儿童故事; 图画故事; 中国; 当代,,本书是适合3-6岁孩子阅读的原创音乐启蒙图画书。天黑了，小动物们都睡着了。可是，不睡觉的夜莺怎么办呢？没有其他小伙伴的陪伴，它多孤单啊！不过幸运的是，和夜莺一样晚上不睡觉的，还有月亮、星星和云朵，它们被夜莺美妙的笛声吸引。于是，大家一起举办了一场独属于夜晚的音乐会。本书将音乐图像化，用图画、音乐和文字共同讲述细腻温暖的晚安故事。通过小故事培养孩子的独立自我认知与尊重他人的能力，让孩子们理解人与人之间的“不同”和“相同”，感受长笛声音的丰富和美妙。
9787208197237,乔纳斯·索尔克传,(美)夏洛特·德克罗斯·雅各布斯,上海人民出版社,2025.10,"李天昱, 王程韡, 译",128.00,平装,24 * 17,疫苗人生,全球健康史文丛,,,中文,1,世界史,历史学,K837.126.2,2025-08,乔纳斯·索尔克; 传记,,本书是一本科普性、文学性兼具的传记，传主是脊髓灰质炎灭活疫苗之父、美国科学家乔纳斯·索尔克。对于普通人来说，疫苗并不陌生，但是对于疫苗是怎么产生的，却不甚了解。本书讲述了率先研发灭活脊髓灰质炎病毒疫苗的美国科学家乔纳斯·索尔克的人生故事。作者夏洛特·雅各布斯基于大量与传主本人的访谈和档案，讲述了一个细腻感性但被集体排斥的非传统科学家的故事。乔纳斯·索尔克是美国的第二代俄罗斯裔犹太人移民，他从医学院毕业后，就开始研究疫苗，最开始研究流感疫苗，后来研究脊髓灰质炎病毒疫苗，大获成功，成为拯救美国民众于水火的大英雄。
9787567594654,通往教育戏剧的7条路径,"(挪)卡丽·米娅兰德·赫戈斯塔特, 著",华东师范大学出版社,2019.10,"王玛雅、王治, 译",68.00,平装,17 * 24,,,,,中文,1,教师用书,艺术学,J8,2019-08,戏剧教育; 儿童教育; 教学研究,,儿童能够自然而然地进入戏剧性游戏——在他们自己创造的虚构世界中施展他们天生的戏剧表演能力。儿童游戏的这一特征连同剧场表达方式的专业知识为戏剧化教学法创建了起点。本书阐述并展示了我们如何针对不同水平线上的学生和不同的情况与场合来运用戏剧，也为读者老师提供了具体实用的例题与工具。
9787100143936,工作与时日；神谱,"(古希腊)赫西俄德,著",商务印书馆,2017.12,"张竹明,蒋平,译",30.00,精装,15*21,,汉译世界学术名著丛书：120年纪念版：珍藏本,,1,中文,,西方哲学,,I12,2017-06,史诗; 诗集; 古希腊,,赫西俄德是荷马之后古希腊最早的诗人，本书收录的是作者的两首长诗。《工作与时日》包括5个部分，以“教谕诗”的形式反映了古代人类生活的艰辛，由于长诗是前8世纪唯一的文学作品，又是以现实生活为题材的，其社会历史资料价值也可想而知。《神谱》包括3个部分，主要记述了诸主宰神之间为争夺权力而进行的血腥斗争，《神谱》对古代希腊人的宗教生活和希腊自然哲学的产生和发展有直接的影响。
9787533552954,孔融让梨,"哈皮童年, 编绘",福建科学技术出版社,2017.8,,32.00,平装,28 * 28,,中华传统经典故事绘本,,1,中文,,绘本,文学,1287.8,2017-04,儿童故事; 图画故事; 中国; 当代,,"神话被誉为“人类文明最早的一缕绮艳无比的曙光”, 中国古代神话则是中国传统文化的思想源头。本丛书选取中国经典神话故事, 由国内一线插画师联袂打造, 以中水水墨画风格和版画风格等插画形式展现给读者一幅幅古朴优雅的神话画卷, 有浓浓的中华艺术美。孔融让梨是中国千百年来流传的一个道德教育故事, 主要讲述了孔融四岁的时候, 父亲的朋友带了一盘梨, 给孩子们吃。哥哥们让孔融先挑梨, 而孔融却挑了个最小的梨, 其余按照长幼顺序分给兄弟。孔融说: “我年纪小, 应该吃小的梨, 大梨该给哥哥们。”父亲听后十分惊喜, 又问: “那弟弟也比你小啊?”孔融说: “因为弟弟比我小, 所以我也应该让着他。”另外, 书中标有拼音, 孩子自己也能无障碍阅读。"
9787549589906,张敦仁本盐铁论,"(汉)桓宽,撰",广西师范大学出版社,2019.1,,236.00,精装,15 * 21,,师顾堂丛书,,,中文,1,中国史,政治学,D691.42,2018-12,官制; 研究; 中国; 汉代,,汉武帝时开始实行盐铁官营等政策，武帝死后，朝廷召开会议，就这一政策展开辩论。会上“御史大夫”代表坚持官营政策的观点，认为实行这一政策后增加中央政府的财政收入，充实边防费用，有利于实行“建铁官以赡农用”的方针；“贤良、文学”反对官营政策，认为实行这一政策后中央政府与地方当局争利，官吏经营不善，治铁费用高，产品质量低，铁器不合用，官商经营，购买不便。会议争论结果，对官营政策作了修改，一度取消了函谷关以西地区的铁官。桓宽据盐铁会议的官方记录和乡贤朱子伯的追忆，整理推演、增广条目成《盐铁论》，把会议和会后双方辩论交谈的内容详尽地记述了下来。全书采用对话、辩难的方式编排，对于学人了解当时时代背景、政策内容，大有裨益。全书共60篇，前41篇追溯公元前81年朝廷讨论盐铁官营政策的言论，后19篇是余论和著者的后序。本书以清张敦仁本为底本。张敦仁本《盐铁论》据明弘治涂桢刻本刊印而成，主其事者为顾广圻。
9787571433512,历史之谜少年科学推理小说,"(法) 阿诺克·朱尔诺-杜雷, (法) 帕斯卡尔·艾德",北京科学技术出版社,2024.5,"(法) 奥利维·戴斯沃, (法) 艾菲尔·高特",250.00,平装,14 * 21,全10册,,,,中文,1,儿童文学,,1565.84,2024-01,儿童小说; 中篇小说; 小说集; 法国; 现代,,适合7-14岁孩子的文学类探险故事。十个故事，十个发生在不同时间、地域的神秘事件。埃及法老图坦卡蒙死后陵墓一直没被发现，直到20世纪末，被一支考古队在一个偶然机遇下发掘，可是此后不久，接触到法老陵墓的人都一个个离奇死亡，这真的像坊间流传的，是法老的诅咒吗？还是一场不为人知的阴谋？巴士底狱一直是关押法国国王的政敌的地方，可是在18世纪，这里关押了一个神秘的犯人，外界至少知道其存在，更没有知道他的身份，有人说他是路易十六的哥哥，有人说他是路易十六的情敌，他的身份到底是什么？柏拉图曾在他的书中提到过一个神秘的古城——亚特兰蒂斯，千百年来人们一直寻找这个消失的古城，有人说这只是一个传说，有人说它是确实存在的，有人说它在大西洋海底，有人说它在地中海内，考古学家和他的女儿来到瓜达维达湖寻找亚特兰蒂斯，他们经历了一次精彩绝伦却又危险重重的大冒险，他们最后找到这座消失的古城吗？在大西洋，佛罗里达、波多黎各岛与百慕大群岛之间有一块三角区域，这里是地球上最神秘、最危险的地方之一，曾有成千上万的船只在这里离奇消失，无影无踪。围绕着这些神秘事件，从民间到科学界，流传着各种猜想：如海洋胀气、神秘磁场。到底什么事这些失踪事件的罪魁祸首？……十个探险故事，让孩子在惊险刺激的故事中，来一场大冒险，快乐学习知识，轻松培养科学精神。
9787122386946,了不起的中国地理,"有鱼童书,著、绘",化学工业出版社,2021.5,,30.00,平装,19 * 26,,考古大发现,,,中文,1,科普/百科,考古学,K92-49; K87-49,2021-03,地理; 中国; 青少年读物; 考古发现; 中国; 青少年读物,,《了不起的中国地理》是一套写给6-14岁青少年的中国地理百科读物，以给孩子讲故事、讲地域文化、讲地理知识的方式，展示中国的自然环境、历史人文、地方风物等地理百科知识。书中图文结合，呈现形式丰富多样，以图片结合插画手绘的形式做细节说明，生动有趣。中国大地上一处又一处的遗址，就像一条条通向历史的通道；一件又一件的文物，就像一把把通往过去的钥匙，它们带领着我们领略古人的智慧，感受古人的生活。本书带领孩子们认识中国大地上的考古发现，寻找中国人的“根”，寻找中华文明的源头。
9787555231301,废物星球寻寻看,"(日)山本真嗣,著",青岛出版社,2021.4,"彭懿,译",24.00,平装,21*29,,,,,中文,1,教育,宗教学,1313.85,2021-02,儿童故事; 图画故事; 日本; 现代,,一天晚上，尼莫突然被一个魔法师变成了一只小老鼠。魔法师说，尼莫只有去废物星球，把那些随意丢掉的东西全都找回来才能解除身上的魔法。于是，他便踏上废物星球，开始了一场寻找东西的冒险之旅……全书以故事为线索，引导小读者在8个场景中玩“找找看”的游戏，既充满趣味，又可以锻炼专注力，同时告诫小读者学会珍惜物品。随书附赠一支荧光灯笔，可以用它寻找游戏答案。
9787551143653,兔子留下的金子,"(德)马丁·巴尔特塞特,文",花山文艺出版社,2019.5,"(德)克里斯蒂娜·施瓦茨,绘;杨欣文,译",45.00,精装,25*25,,,,,中文,1,绘本,,I516.85,2018-11,儿童故事; 图画故事; 德国; 现代,,胆小的兔子死掉了，兔子留下一则遗嘱：在他死后，丛林中最胆小的动物将继承他的黄金。动物们争论不休，最后狼通过妆模作样得到了黄金。晚上，当他在兔子家中守着黄金时，一阵饥饿感袭来，他很想抓一只羊吃。可是他走了，黄金怎么办？动物们都在安详地睡觉，而狼只能守着黄金，直到今天都没再吃一口食物……
9787513826914,岳飞,郝亚威,华语教学出版社,2024.12,"锄豆文化, 绘",29.80,平装,15*21,,写给孩子的名人小传,,,中文,1,课外读物,历史学,K825.2-49,2024-11,岳飞(1103~1142); 传记; 少儿读物,,本套书精选了屈原、司马迁、岳飞、成吉思汗、秦始皇五位中国历史名人，以时间为序，用浅显易懂的语言，记叙了他们在不同领域取得的卓越成就及跌宕起伏的一生。本书讲述武艺高强、用兵如神、有胆有识、智勇双全的军事统帅岳飞。为了方便低年龄段的学生阅读，整套书都加注了拼音，书中还设有适合小学生阅读的知识拓展，并辅以趣味十足的精美插图，是一套能让小学生树立志向、开阔视野、提高修养、学习写作的名人励志书系。
9787539184456,你感觉怎么样？,"（英）布朗,著",二十一世纪出版社,2013.8,"蒲蒲兰,译",32.00,精装,27*22,,,,,中文,1,绘本,,I561.85,2013-07,儿童文学; 图画故事; 英国; 现代,,你觉得怎么样？有时候我很快乐，有时候我也会感到悲伤……有时候我很自信，但有时候我也会感到害羞…… 这是一本关于感觉的绘本，绘本大师用他独特的视角生动地描绘出生活中各种各样的情感体验。图画精致优美，故事妙趣横生。
9787531574194,谁偷了我的书,"(加)黛比·里德帕思·大井, 著绘",辽宁少年儿童出版社,2019.4,"李典元, 译",39.90,精装,26 * 26,,,,,中文,1,绘本,文学,I711.85,2017-10,儿童故事; 图画故事; 加拿大; 现代,,小男孩斯宾塞非常喜欢阅读，然而最近出现了一个非常奇怪的情形，他所喜欢的书都不见了。一天早上，他最爱的书不见了，在那里出现了一朵郁金香。斯宾塞在房间里里外外都找了一遍，但还是找不到他的书。第二天早晨，又有一本书消失了，那里出现了一个坚果。第三天早晨，又消失了一本书……他的书究竟去了哪里？
9787020145959,世界的尽头,（西）西尔维娅·南克拉雷斯，著,人民文学出版社,2019.4,（西）米格尔·布瑞瓦，绘；杨晓明，译,68.00,精装,15*21,,大师手绘经典,,1,中文,,绘本,,I551.85,2018-09,儿童故事; 图画故事; 西班牙; 现代,,本书为儿童绘本，讲述一个女孩在某日放学归家时发现丢失家中钥匙之后的一段奇遇故事。
9787576310689,P.E.T.父母效能训练,"(美)托马斯·戈登,著",北京理工大学出版社,2022.5,"王漪,译",58.00,平装,17*24,实践版,,,,中文,1,亲子关系,教育学,G78,2022-03,家庭教育,,本书是一本家教书，也是畅销书《P.E.T.父母效能训练》的实践版。该书收集了大量家庭运用P.E.T.的实例，更是对这套沟通技巧背后的使用原则和理论做了进一步的阐述。戈登创建P.E.T.及出版相关图书后，非常受家长欢迎。该方法的卓越之处在于戈登博士用一个行为窗口，打破了人们固有的二元对立的思维模式，引领父母利用积极倾听、“我—信息”等技巧，对孩子不批判而是只有事实的陈述及真实感受的流淌。这样方式不仅增进父母与孩子的沟通效率，也能提升两者之间的亲密感。
9787519291556,机器人，你好！,"(美)威廉·D.亚当斯, (美)杰夫·德拉罗沙, 著",世界图书出版有限公司北京分公司,2022.4,"丁将, 黎雅途, 秦彧, 译",249.00,平装,19*26,,,,,中文,1,科普/百科,信息与系统科学相关工程与技术,TP242-49,2021-11,机器人; 少儿读物,,人工智能越来越受到高度关注，已经进入人类生活和工作的方方面面，孩子们对机器人的好奇和热情更为突出，需要更多了解。《机器人，你好！》为丛书，共10册，前3册主要是对机器人的历史、结构和功能等进行概述，后7册主要介绍机器人的应用。本丛书中机器人的分类详细，内容丰富，完整地介绍了机器人的历史、结构、功能和多种应用，将机器人按应用分为7种类型，详细地介绍了40款已设计的机器人，揭示了机器人背后的历史，并讨论了它们如何影响我们的未来。本丛书深度介绍了机器人的工作原理、功能以及与人类的密不可分的关系，并讨论了它们如何影响我们的未来。
9787533965624,公主和偷猎者,（英）罗尔德·达尔,浙江文艺出版社,2021.11,程应铸，译,39.00,平装,21 * 15,,,,,中文,1,外国小说,,I561.45,2021-08,短篇小说; 小说集; 英国; 现代,,本书是英国短篇小说家、儿童文学家罗尔德·达尔的短篇小说集，包含《男管家》《自动小说创作机》等9篇小说，以扣人心弦的故事展现人性之美和人性弱点，想象力丰富，易读而富有哲思。《公主和偷猎者》是其中一篇的篇名，这篇小说讲述相貌丑陋、奔跑速度奇快的偷猎者救了将被野猪攻击的公主，国王用计让公主不再以貌取人，而接纳人心本真的故事。《男管家》讲述一个有钱人请客品葡萄酒，被男管家揭露其不懂装懂的虚荣、虚伪面孔的故事。《自动小说创作机》讲述一个富有创作冲动的程序员发明小说创作计算机，蚕食人类情感和创造力的故事。《天鹅》讲述一个被霸凌的男孩顽强冷静地战胜敌人，表现他的善良勇敢。《蜂王浆》《毒蛇》《皮》《苦果有源：一个真实的狗：克劳德的狗：费西先生》等以简洁生动的叙事风格表达了对人性的思考和启迪。
9787030685254,漫画机器学习,"(日)荒木雅弘,著",科学出版社,2021.6,"喻春燕,译",45.00,平装,19*26,,欧姆社学习漫画,,,中文,1,百科知识,数学,TP181-49,2021-04,机器学习; 普及读物,,本书以漫画的形式讲解机器学习的基本概念和关键知识点，选取代表性的知识，尽可能通俗易懂地讲解回归、分类、结果评价、深度学习、集成学习、无监督学习等原理及其应用。本书内容基于大学一年级的数学知识，着眼于主人公们学习和工作中遇到的问题，探究机器学习解决方案。本书坚持问题导向，通过解决问题的过程说明机器训练的方法，可以作为中学生扩宽科技视野、培养计算思维、了解人工智能的启蒙书，也可用作科技教育的辅导教材。
