ISBN,正书名,作者,出版单位,出版时间,其他责任者,定价(元),装帧方式,开本或尺寸,副书名及说明文字,丛书名,分册名,分册号,正文语种,版次,市场分类,学科分类,中图法分类,CIP核发时间,主题词,入选书单,内容摘要
9787571409012,爸爸让你依靠,（法）米莱耶·达朗西,北京科学技术出版社,2020.6,戴磊，译,175.00,平装,21*26,,和爸爸一起真好,,,中文,1,绘本,,I565.85,2020-05,儿童故事; 图画故事; 法国; 现代,,让宝宝与爸爸亲密无间的亲子睡前共读绘本！孩子成长的信心和安全感来源于无所不能的父爱守护。成长是一个充满挫折的过程。在年幼的孩子从孱弱变得强大，从稚嫩变得勇敢之前，面对未知的世界，难免会心生恐惧，像这本书中的小熊宝宝那样，萌生出很多稀奇古怪的想象，很多莫名其妙的担忧。父母怎样的陪伴和守护，才能让孩子充满信心与安全感地长大？本书，书中的大熊爸爸总有比小熊宝宝更多的想象和更多的办法。父子间亲情满溢的对话中，他用坚定而机智的回答，始终传递着温厚的父爱，那就是：无论形势如何变化，遇到何种困难，爸爸会一直爱着你，保护你。大熊爸爸的父爱深藏着智慧。他懂得，充满安全感的孩子才能获得成长的信心，在成年后面对真正的困难时能独挡一面。但年幼时，并非父母一句简单的“我爱你”或者“勇敢点”就足以让孩子勇往直前。只有小熊宝宝的恐惧和担忧得到尊重、理解和接纳，才能“终释放。所以大熊爸爸选择了用言语来安抚小熊宝宝，却用不同的品质来应对他原本惧怕的各种困难：当小熊落入水中，爸爸“连鞋也不脱”跳进水中，勇气之大，甚至能与鳄鱼搏斗；爸爸“继续找，到处找”，坚持寻觅只为一个目标；当小熊遭遇戏谑和捉弄，爸爸说：“我们这么有礼貌，事情一定能办成”，这句话让我们读出男子汉的风度；可当小熊面对真正危险的敌人，爸爸将毫不迟疑地展现力量，拿出“暴力手段”！（请注意，当可爱的大熊爸爸完美解决这一系列高难度挑战，将大怪物修理得眼珠直瞪的时候，还没来得及穿上皮鞋呢！难怪小熊宝宝对爸爸崇拜得无以复加！）。
9787500156840,阿加莎的自画像,(法) 帕吉塔 (Pakita),中译出版社,2018.9,(法) 让-菲利普·夏博 (Jean-Philippe Chabot),432.00,平装,12 * 19,我的欢乐校园,我的欢乐校园,,,中文,1,绘本,,I565.85,2018-07,儿童故事; 图画故事; 法国; 现代,,《阿加莎的自画像》包括《阿加莎的自画像》《好姐妹兹兹》《新朋友伊娜》《魔法剧院》四篇，分别讲述了阿加莎因虚构“自画像”而被罚、阿加莎和好姐妹兹兹扮成双胞胎、阿加莎因交了新朋友伊娜而和兹兹产生矛盾、阿加莎和兹兹一起探索“魔法剧院”的故事。
9787540496746,绝地求生,（加）特里·约翰逊，著,湖南文艺出版社,2020.8,王旸，译,19.90,平装,14*21,,,荒漠劫难,1,中文,,儿童文学,文学,I711.84,2020-05,儿童小说－中篇小说－加拿大－现代,,《绝地求生：荒漠劫难》是一本野外生存探险类的中篇小说。珍和她现在的死敌、曾经最好的朋友马丁暗暗较劲，两人都准备在这次新墨西哥沙漠寻宝比赛中打败对方。当他们乘坐的车卡在途中时，马丁偷偷骑车离开了团队，而求胜心切的珍也跟了上去。这时，一场突如其来的沙尘暴席卷而来，使他们与团队彻底隔绝。他们必须独自面对恐怖的沙尘暴、严酷的暴晒、随时可能到来的洪水、严重缺水以及蠢蠢欲动的沙漠野生动物。只有拼尽所有的知识和勇气，他们才能生存下来，而在此过程中，珍也终于得知马丁与自己渐行渐远的原因。
9787545220377,命运之城,"（英）阿诺德·汤因比, 主编",光启书局,2025.10,"陈恒, 屈伯文, 倪凯, 黎云意, 译",218.00,平装,17 * 24,,,,,中文,1,世界史,地球科学,K915-49,2025-03,城市史; 世界; 通俗读物,,本书是著名历史学家汤因比主编的城市历史著作，汇集19位城市历史领域的学者，分三个部分19章叙述了人类历史上最具代表性的城市，包括雅典、威尼斯、佛罗伦萨、魏玛、亚历山大里亚、罗马、长安、君士坦丁堡、科尔多巴、特洛奇提特兰、伊斯法罕、德里、圣彼得堡、维也纳、伦敦、纽约等，将这些城市分为城邦、首都城市、巨型城市三个类型，书写其辉煌和荣耀的高光时刻。本书不是一部通史类型的城市史著作，而是采用“以点带面”的方式，选择一批类型城市的杰出代表来书写，同时包含大量插图，是一部便于大众阅读的城市历史读物。
9787558322136,小熊宝宝绘本,"(日)佐佐木洋子, 编绘",新世纪出版社,2019.8,"蒲蒲兰, 译",96.00,平装,21 *17,,,,,中文,1,绘本,宗教学,1313.85,2019-07,儿童故事; 图画故事; 日本; 现代,亲近母语中国儿童分级阅读书目（0-12岁）,该系列图书是开发宝宝智力潜能的低幼启蒙图画书。原版权在连环画出版社，是近几年来市场上非常畅销的书目。现版权到期拟由我社重新出版。全书文字短小，画面温馨，内容涵盖了幼儿生活的各个方面，将吃饭、睡觉、洗澡、刷牙等技能和认知功能与故事完美地融为一体，可以启发小读者养成良好的生活习惯。
9787513922654,世界的融合,"(英)约翰·范登,著",民主与建设出版社,2018.9,"(英)克里斯蒂安·科尔尼亚,绘;林正锦,...",168.00,精装,27*21,1500年～1900年,世界：我们的历史：手绘版,,,中文,1,科普/百科,历史学,K14-49,2018-08,世界史; 近代史; 儿童读物,,这里向你展示了充满探索与改变的四个世纪。从人们第一次踏上探索世界的旅途，到世界在人们的影响下开始动荡，发生种种变化，甚至那些从未离开过自己家园的人也受到了影响！在这期间：西班牙进入黄金时代，伊凡雷帝壮大俄国，法国大革命，美国赢得独立，有趣的手绘卡通地图可以让你站在鸟瞰的视角，一目了然地了解在什么时候、什么地点，发生了哪些事情。当然，我们不会忘记电报、摄影和汽车等具有里程碑意义的发明出现的时刻。一起来见证历史吧！
9787520714877,伊丽莎白女王,（英）爱德华·S.比斯利，著,东方出版社,2020.5,张宝元，译,90.00,精装,24*17,全盛时期的都铎王朝,,,,中文,1,历史学,历史学,K835.617=33,2020-03,伊丽莎白一世(Elizabeth 1533~1603)－传记,,伊丽莎白一世（1533~1603）是英国都铎王朝史上的一代英主，君临英格兰长达44年有余。在长达44年之久的统治时间里，伊丽莎白一世凭借过人的胆识、卓越的政治目光、时刻以国家利益为重的博大胸襟以及女人特有的迟疑不决、反复无常等性格特征使英格兰在短短几十年的时间里一跃成为西欧海上霸主。即位初期，国家负债累累，平民生活苦不堪言，国内外敌对势力蠢蠢欲动。她先后整顿朝纲，进行宗教改革，大力发展经济，提高国防实力，大败西班牙无敌舰队，从而确定了英格兰的国际地位。伊丽莎白一世的一生无处不透露着智慧与谋略。她顺应国际国内大局，稳步推进宗教改革，最终确立了英格兰教会的绝对统治地位。面对复杂的国际局势，她适时出手，果断出手，常以婚姻作为杀手锏，熟练处理与欧洲各大国之间的微妙关系，使得英格兰在长达30年的时间里外无大战，内无大乱。凭着娴熟的驾驭能力，她反复利用西班牙与法兰西两大欧洲强国之间相互戒备，甚至敌对的外交关系最大限度地谋取英格兰的国家利益。
9787513329279,大象姐姐和小象弟弟,"(美)史蒂夫·詹金斯,(美)罗宾·佩奇,著",新星出版社,2018.5,"曾菡,译",45.00,精装,25 * 25,,,,1,中文,,科普/百科,生物学,Q95-49,2018-02,动物; 普及读物,,普及读物。动物可能终生都没有手足，也可能兄弟姐妹多到无法计数。它们之间有可能和睦相处、共同协作，也有可能一生为敌，至死方休。本书介绍了21种动物的手足之间的有趣的生活情形和生活习性，书后还附有相关动物栖息地和生活习性的介绍。
9787552039870,先进制造,"(美)威廉姆·邦维利安,(美)彼得·辛格",上海社会科学院出版社,2023.3,"沈开艳,等译",78.00,平装,17 *24,美国的创新政策,,,,中文,1,工业经济,经济学,F471.264,2022-11,制造工业; 研究; 美国,,在这本书中，威廉姆·邦维利安和彼得·辛格探讨了如何重构创新和再次激活美国制造业的方法。他们认为，发展那些在生产流程中应用了诸如3d打印、先进材料、光电子和机器人技术的先进制造业至关重要。他们探讨了能够提高效率和降低成本的新生产方式，描述了与之相符的新生产工艺流程和商业模型，研究了初创制造业公司可资利用的其他融资模式。他们审视了主流经济学对于制造业的不同观点，金融危机之后有关美国先进制造业的政策，以及美国发展新先进制造研究所提供的经验教训。书中还探讨了初创企业的成长问题，建立了新的劳动力培训模型，并对制造业如何长期停滞给创新、中产阶级、生产率和相关投资领域带来的问题进行了思考。
9787515527161,趣味逻辑,"刘润泽, 著",金城出版社有限公司,2025.6,,58.00,平装,17 * 24,,,,,中文,1,逻辑学,哲学,B81,2024-12,逻辑学,,逻辑学是一门思维科学，正确的思维方法对于我们思考、解决问题以及表达和论证观点，日常有效的交流与沟通都有着至关重要的作用。《趣味逻辑》精选100个引人入胜的有趣故事及精彩点评，引导读者学习逻辑的基本概念、推理过程、逻辑原理，深度剖析其中蕴含的逻辑哲理，进入一个极其精彩且烧脑的逻辑世界，体会妙趣横生的思考之美。以“预判了你的预判”的逆向逻辑思维优势，摆脱常规思维，不走寻常路线，洞悉未来、看破人心，达到意想不到的效果，让人在不知不觉中重塑逻辑思维方式。逻辑学的读者群体是相对稳定的，又是流动的，是一代又一代的传承下来。作者对近5年的教学经验进行总结整理，针对更新逻辑学基本理论，删减陈旧理论知识，增补新的逻辑学知识点，精选100个经典案例，再次深度解读并剖析逻辑思维世界。
9787564438791,孩子玩不腻的创意游戏,（英）劳拉·贝克尔，著,北京体育大学出版社,2023.9,（英）特加达·伯克霍尔特，绘；谢沐，译,58.00,精装,17*23,,,,,中文,1,科普/百科,体育科学,G898.2,2023-08,智力游戏; 儿童读物,,《孩子玩不腻的创意游戏》囊括50种丰富多彩的室内实践活动，既有涂鸦、派对、寻宝等游戏，又有绘画、折纸、书法等艺术创作；既有关于花语、摩尔斯电码等知识，又有关于编织、烹饪、种菜等居家技能；既教孩子学习写作、算数，又教孩子练习瑜伽等健身运动，让孩子的居家生活变得更有趣。这些活动能够教会孩子掌握生活常识，锻炼孩子的动手能力和创新思维能力，同时培养孩子的审美能力和艺术情操。书中的个性化测试，更能让孩子全面了解自己，加深自我认知。
9787534067259,我和我爸爸,（英）罗宾·肖，文图,浙江人民美术出版社,2019.4,徐廷廷，译,39.90,精装,22 * 26,,,,,中文,1,绘本,,I561.85,2018-05,儿童故事; 图画故事; 英国; 现代,,本书讲述了一个简单动人，又充满童趣的故事，非常适合父亲和孩子亲子共读。小女孩和爸爸走在路上，发现了凶猛的鳄鱼，跺脚的恐龙，还有睡美人。孩子奇特的想象和父亲包容的爱显露无疑，而这条路上不仅仅只有这些小小的惊喜和发现，最好的还在后面呢！小女孩最大的惊喜是什么呢？一起去书中看看吧！
9787544831505,鼹鼠原野的伙伴们,"(日)古田足日,著",接力出版社,2013.9,"彭懿,译",19.80,平装,19*24,注音版,,,,中文,1,儿童文学,宗教学,I313.84,2013-08,儿童文学; 长篇小说; 日本; 现代,,本书是一本写给小学中低年级学生阅读的小说作品。四个二年级的小学生直行、一男、明良和裕子是非常要好的朋友，他们非常喜欢到一个长满青草、有各种虫子的原野上去玩耍。他们用吸尘器来收集各种小虫子，受到了校长的夸奖；为了验证老师的眼睛是不是X射线，他们请老师到原野上去和他们一起玩游戏，结果老师掉进了他们事先挖好的陷阱里，还夸他们像小鼹鼠。鼹鼠原野是珍藏在我们每个人心中永远的乐园。
9787545570861,独具慧眼的数感力,（法）桑德拉·勒布伦，著,天地出版社,2022.8,唐天红，译,208.00,平装,21*26,,多波尔超级脑力训练,,1,中文,,智力开发,体育科学,G898.2,2022-05,智力游戏; 儿童读物,,《多波尔超级脑力训练》引进于法国著名的拉鲁斯出版社，脱胎于风靡欧洲和北美十余年的多波尔益智游戏，并且得到官方授权。这款游戏起源于维多利亚女王统治时期的一个数学谜题——“柯克曼女学生问题”，不仅盛行于家庭活动中，还经常在教室中应用。2018年多波尔被评为“英国最受欢迎的卡牌游戏”，有益于孩子的大脑开发。该套书是多波尔系列游戏10余年发展与沉淀的结晶，它更加系统，更加全面，涵盖更多孩子喜欢的元素。该套书共10册：1.《抽丝剥茧的推理力》2.《过目不忘的记忆力》3.《火眼金睛的观察力》4.《举一反三的理解力》5.《井井有条的逻辑力》6.《眼疾手快的反应力》7.《洞察秋毫的感知力》8.《当机立断的判断力》9.《一心一意的专注力》10.《独具慧眼的数感力》
